code|taxid|taxname|lineage
1|932675|Labeo boggut|932675 84644 2743697 2743695 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|66911|Ameiurus catus|66911 50384 7996 1489793 7995 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|135765|Macquaria australasica|135765 45782 8162 1545901 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|65484|Podarcis siculus|65484 42163 162266 8522 1329975 1329976 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|30308|Ichthyomyzon unicuspis|30308 7772 7746 7745 117569 1476529 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|248150|Enicurus scouleri|248150 248149 36291 9126 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1435197|Hemiculter eigenmanni|1435197 75349 2743747 2743745 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|137522|Salangichthys microdon|137522 137521 182234 41711 1489798 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|13575|Istiophorus platypterus|13575 13574 27768 1489906 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|143306|Ateleopus japonicus|143306 143305 143304 143303 123352 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|3040411|Gymnothorax rueppelliae|3040411 121281 182222 46660 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|215362|Heniochus diphreutes|215362 109916 30828 1545895 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|412657|Himantolophus groenlandicus|412657 242960 242959 206105 8070 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|113393|Hynobius quelpaertensis|113393 1527435 36311 30366 30364 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1945516|Rhinogobius davidi|1945516 63457 497220 8220 8219 1489878 1489875 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|82899|Cheilodactylus zonatus|82899 76920 76917 1545900 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|643441|Discherodontus ashmeadi|643441 643440 2743701 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|67556|Rhinichthys atratulus|67556 67555 2743731 2743726 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|46287|Acrochordus granulatus|46287 39234 42164 41667 8570 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2951144|Microphysogobio bicolor|2951144 328542 2743715 2743714 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|369658|Garra kempi|369658 137059 2743696 2743695 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|48155|Sylvia atricapilla|48155 43162 552881 36270 2116661 9126 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|3041670|Platichthys stellatus x (Kareius bicoloratus x Platichthys stellatus)|3041670 1088862 8256 30942 8252 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|3273798|Pseudaspius brandtii|3273798 263869 2743738 2743726 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|184240|Crocodylus intermedius|184240 8500 8493 1298654 1294634 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|80972|Amphiprion ocellaris|80972 80969 30863 1489909 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|391192|Derichthys serpentinus|391192 391191 118158 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|443646|Normichthys operosus|443646 443645 170200 1489486 1489485 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|160708|Cephalopholis sonnerati|160708 91742 1505891 274794 30871 1489943 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|8954|Falco peregrinus|8954 8952 8949 8948 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1606672|Enteromius thysi|1606672 1911134 2743705 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|585236|Hemibarbus umbrifer|585236 80792 2743717 2743714 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|52581|Aplocheilus panchax|52581 52579 28778 45443 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|516036|Paralaubuca typus|516036 516035 2743747 2743745 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|691801|Sprattus antipodum|691801 196074 7948 55118 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|163149|Girella punctata|163149 163147 603452 1489938 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|303689|Balistoides conspicillum|303689 303688 31024 31023 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|55135|Pristiophorus japonicus|55135 55134 55133 55132 118040 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|181445|Allocyttus niger|181445 181444 31101 31097 1489842 1489841 1489838 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1194549|Pareuchiloglanis feae|1194549 221671 1128655 30995 1489793 7995 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|98823|Spicara maena|98823 98822 98821 1489931 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|431936|Odorrana jingdongensis|431936 121155 8397 30352 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|316125|Ariomma lurida|316125 316124 316123 1489894 1489885 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|457506|Aperioptus gracilentus|457506 1817957 278169 7982 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|262124|Hemiphaga novaeseelandiae|262124 262123 8930 8929 3073799 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1828414|Tachysurus ussuriensis|1828414 641818 31013 1489793 7995 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|263516|Gymnocypris potanini|263516 75347 2743704 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|317033|Leiopotherapon unicolor|317033 317032 30875 1489938 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1302737|Johnius grypotus|1302737 240164 30870 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|61967|Acipenser nudiventris|61967 7901 124130 124129 7900 186622 7899 32440 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2057782|Thamnaconus multilineatus|2057782 325628 143346 31023 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|55544|Platysternon megacephalum|55544 55543 1579279 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|143315|Saurida undosquamis|143315 143309 143308 81390 1489830 68510 1489829 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|3131917|Notropis buccula|3131917 28793 2743731 2743726 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|390314|Cookeolus japonicus|390314 390313 30865 2024536 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|356243|Ptychadena cooperi|356243 88030 685128 30352 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|238031|Elopichthys bambusa|238031 238032 2743747 2743745 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|643366|Cirrhinus microlepis|643366 59897 2743697 2743695 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1987354|Bovichtus angustifrons|1987354 36204 36203 8205 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2338438|Pyrrhura hoematotis|2338438 51909 9224 9223 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|3119446|Paranemachilus zhengbaoshani|3119446 2817572 278171 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|188929|Channa asiatica|188929 33789 30910 50374 1489900 1489892 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|857698|Microdevario kubotai|857698 857697 2743711 2743709 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1544377|Acrossocheilus stenotaeniatus|1544377 75335 2509196 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|387484|Brycon nattereri|387484 42585 1489781 42530 1489739 7991 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|765187|Chimaera fulva|765187 7870 7869 7864 7863 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|242806|Scarus ghobban|242806 59660 3043427 8247 1489928 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1194720|Brachyhypopomus occidentalis|1194720 38295 30767 1489621 8002 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1463675|Centropus bengalensis|1463675 57401 57382 8940 3073806 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|8499|Caiman crocodilus|8499 8497 1294637 1294636 1294634 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|473350|Bathylychnops exilis|473350 473349 170204 134613 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|7830|Scyliorhinus canicula|7830 7829 7826 30483 119195 119197 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|75334|Acheilognathus chankaensis|75334 75333 2509195 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|603998|Plectorhinchus orientalis|603998 349641 30840 2024539 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|120839|Melanotaenia lacustris|120839 32459 30700 8075 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|72057|Sebastes auriculatus|72057 34820 274705 274692 8107 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|909120|Lagocephalus guentheri|909120 204813 31031 32517 31028 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2517114|Triplophysa tianeensis|2517114 341122 278171 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|74361|Lycodon rufozonatus|74361 39095 169863 8578 34989 8570 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|392925|Pervagor janthinosoma|392925 392924 143346 31023 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|241329|Oxycheilinus unifasciatus|241329 241326 8247 1489928 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|80772|Paratilapia polleni|80772 80771 318545 8113 1489911 1489910 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
